sample_id,source_sample_id,true_label,pred_label,confidence,source_file,processed_28x28,input_32x32
6_6_01_52f5f834_r03c04__rotation_angle_m15,6_6_01_52f5f834_r03c04,6,5,0.9918905833621346,./data/preprocessed/dataset/processed_28x28/6/6_6_01_52f5f834_r03c04.png,./data/robustness/rotation/angle_m15/processed_28x28/6/6_6_01_52f5f834_r03c04__rotation_angle_m15.png,./data/robustness/rotation/angle_m15/input_32x32/6/6_6_01_52f5f834_r03c04__rotation_angle_m15.png
6_6_01_52f5f834_r04c03__rotation_angle_m15,6_6_01_52f5f834_r04c03,6,5,0.9931748139921953,./data/preprocessed/dataset/processed_28x28/6/6_6_01_52f5f834_r04c03.png,./data/robustness/rotation/angle_m15/processed_28x28/6/6_6_01_52f5f834_r04c03__rotation_angle_m15.png,./data/robustness/rotation/angle_m15/input_32x32/6/6_6_01_52f5f834_r04c03__rotation_angle_m15.png
6_6_01_52f5f834_r04c04__rotation_angle_m15,6_6_01_52f5f834_r04c04,6,5,0.7123447629315118,./data/preprocessed/dataset/processed_28x28/6/6_6_01_52f5f834_r04c04.png,./data/robustness/rotation/angle_m15/processed_28x28/6/6_6_01_52f5f834_r04c04__rotation_angle_m15.png,./data/robustness/rotation/angle_m15/input_32x32/6/6_6_01_52f5f834_r04c04__rotation_angle_m15.png
6_6_02_ad596076_r03c02__rotation_angle_m15,6_6_02_ad596076_r03c02,6,0,0.958194248352845,./data/preprocessed/dataset/processed_28x28/6/6_6_02_ad596076_r03c02.png,./data/robustness/rotation/angle_m15/processed_28x28/6/6_6_02_ad596076_r03c02__rotation_angle_m15.png,./data/robustness/rotation/angle_m15/input_32x32/6/6_6_02_ad596076_r03c02__rotation_angle_m15.png
6_6_02_ad596076_r03c04__rotation_angle_m15,6_6_02_ad596076_r03c04,6,0,0.709941003731103,./data/preprocessed/dataset/processed_28x28/6/6_6_02_ad596076_r03c04.png,./data/robustness/rotation/angle_m15/processed_28x28/6/6_6_02_ad596076_r03c04__rotation_angle_m15.png,./data/robustness/rotation/angle_m15/input_32x32/6/6_6_02_ad596076_r03c04__rotation_angle_m15.png
6_6_02_ad596076_r04c03__rotation_angle_m15,6_6_02_ad596076_r04c03,6,5,0.9476653274766318,./data/preprocessed/dataset/processed_28x28/6/6_6_02_ad596076_r04c03.png,./data/robustness/rotation/angle_m15/processed_28x28/6/6_6_02_ad596076_r04c03__rotation_angle_m15.png,./data/robustness/rotation/angle_m15/input_32x32/6/6_6_02_ad596076_r04c03__rotation_angle_m15.png
6_6_02_ad596076_r04c04__rotation_angle_m15,6_6_02_ad596076_r04c04,6,5,0.9978569729857791,./data/preprocessed/dataset/processed_28x28/6/6_6_02_ad596076_r04c04.png,./data/robustness/rotation/angle_m15/processed_28x28/6/6_6_02_ad596076_r04c04__rotation_angle_m15.png,./data/robustness/rotation/angle_m15/input_32x32/6/6_6_02_ad596076_r04c04__rotation_angle_m15.png
8_8_02_b36c8633_r02c04__rotation_angle_m15,8_8_02_b36c8633_r02c04,8,2,0.5943853928259473,./data/preprocessed/dataset/processed_28x28/8/8_8_02_b36c8633_r02c04.png,./data/robustness/rotation/angle_m15/processed_28x28/8/8_8_02_b36c8633_r02c04__rotation_angle_m15.png,./data/robustness/rotation/angle_m15/input_32x32/8/8_8_02_b36c8633_r02c04__rotation_angle_m15.png
9_9_01_852a4a6b_r02c03__rotation_angle_m15,9_9_01_852a4a6b_r02c03,9,8,0.9997342181273713,./data/preprocessed/dataset/processed_28x28/9/9_9_01_852a4a6b_r02c03.png,./data/robustness/rotation/angle_m15/processed_28x28/9/9_9_01_852a4a6b_r02c03__rotation_angle_m15.png,./data/robustness/rotation/angle_m15/input_32x32/9/9_9_01_852a4a6b_r02c03__rotation_angle_m15.png
9_9_01_852a4a6b_r03c01__rotation_angle_m15,9_9_01_852a4a6b_r03c01,9,4,0.6702160597325748,./data/preprocessed/dataset/processed_28x28/9/9_9_01_852a4a6b_r03c01.png,./data/robustness/rotation/angle_m15/processed_28x28/9/9_9_01_852a4a6b_r03c01__rotation_angle_m15.png,./data/robustness/rotation/angle_m15/input_32x32/9/9_9_01_852a4a6b_r03c01__rotation_angle_m15.png
9_9_02_2f49434b_r01c03__rotation_angle_m15,9_9_02_2f49434b_r01c03,9,8,0.9994426085473247,./data/preprocessed/dataset/processed_28x28/9/9_9_02_2f49434b_r01c03.png,./data/robustness/rotation/angle_m15/processed_28x28/9/9_9_02_2f49434b_r01c03__rotation_angle_m15.png,./data/robustness/rotation/angle_m15/input_32x32/9/9_9_02_2f49434b_r01c03__rotation_angle_m15.png
9_9_02_2f49434b_r02c04__rotation_angle_m15,9_9_02_2f49434b_r02c04,9,8,0.9884628343098715,./data/preprocessed/dataset/processed_28x28/9/9_9_02_2f49434b_r02c04.png,./data/robustness/rotation/angle_m15/processed_28x28/9/9_9_02_2f49434b_r02c04__rotation_angle_m15.png,./data/robustness/rotation/angle_m15/input_32x32/9/9_9_02_2f49434b_r02c04__rotation_angle_m15.png
9_9_02_2f49434b_r03c01__rotation_angle_m15,9_9_02_2f49434b_r03c01,9,8,0.5430349849936582,./data/preprocessed/dataset/processed_28x28/9/9_9_02_2f49434b_r03c01.png,./data/robustness/rotation/angle_m15/processed_28x28/9/9_9_02_2f49434b_r03c01__rotation_angle_m15.png,./data/robustness/rotation/angle_m15/input_32x32/9/9_9_02_2f49434b_r03c01__rotation_angle_m15.png
