sample_id,page_file,source_sha256,row,col,true_label,label_source,status,flags,human_reviewed,page_warning,cell_box_rectified,ink_box_in_cell,cell_file,processed_28x28,input_32x32,roi,normalized
0_0_02_0ab8b1e5_r04c04,pages/0_02_0ab8b1e5.jpg,0ab8b1e50dee60089665283a35931860f04cac3919cc77ad5c1eed1242ab568d,4,4,0,filename,extracted,,False,paper_near_image_edge,"[902, 1261, 1203, 1681]","[93, 128, 166, 236]",cells/0_0_02_0ab8b1e5_r04c04.png,processed_28x28/0/0_0_02_0ab8b1e5_r04c04.png,input_32x32/0/0_0_02_0ab8b1e5_r04c04.png,roi/0/0_0_02_0ab8b1e5_r04c04.png,normalized_32x32/0/0_0_02_0ab8b1e5_r04c04.npy
1_1_01_19f74917_r01c01,pages/1_01_19f74917.jpg,19f74917f012796396a7d405d6e5a3180fcf5c6411ef6dd0f80d455c110fe208,1,1,1,filename,extracted,,False,paper_near_image_edge,"[0, 0, 232, 320]","[89, 81, 121, 195]",cells/1_1_01_19f74917_r01c01.png,processed_28x28/1/1_1_01_19f74917_r01c01.png,input_32x32/1/1_1_01_19f74917_r01c01.png,roi/1/1_1_01_19f74917_r01c01.png,normalized_32x32/1/1_1_01_19f74917_r01c01.npy
1_1_01_19f74917_r01c02,pages/1_01_19f74917.jpg,19f74917f012796396a7d405d6e5a3180fcf5c6411ef6dd0f80d455c110fe208,1,2,1,filename,extracted,,False,paper_near_image_edge,"[232, 0, 465, 320]","[66, 75, 96, 215]",cells/1_1_01_19f74917_r01c02.png,processed_28x28/1/1_1_01_19f74917_r01c02.png,input_32x32/1/1_1_01_19f74917_r01c02.png,roi/1/1_1_01_19f74917_r01c02.png,normalized_32x32/1/1_1_01_19f74917_r01c02.npy
1_1_01_19f74917_r01c03,pages/1_01_19f74917.jpg,19f74917f012796396a7d405d6e5a3180fcf5c6411ef6dd0f80d455c110fe208,1,3,1,filename,extracted,,False,paper_near_image_edge,"[465, 0, 698, 320]","[61, 93, 77, 183]",cells/1_1_01_19f74917_r01c03.png,processed_28x28/1/1_1_01_19f74917_r01c03.png,input_32x32/1/1_1_01_19f74917_r01c03.png,roi/1/1_1_01_19f74917_r01c03.png,normalized_32x32/1/1_1_01_19f74917_r01c03.npy
1_1_01_19f74917_r01c04,pages/1_01_19f74917.jpg,19f74917f012796396a7d405d6e5a3180fcf5c6411ef6dd0f80d455c110fe208,1,4,1,filename,needs_review,extra_ink_ignored,False,paper_near_image_edge,"[698, 0, 930, 320]","[75, 92, 97, 167]",cells/1_1_01_19f74917_r01c04.png,processed_28x28/1/1_1_01_19f74917_r01c04.png,input_32x32/1/1_1_01_19f74917_r01c04.png,roi/1/1_1_01_19f74917_r01c04.png,normalized_32x32/1/1_1_01_19f74917_r01c04.npy
1_1_01_19f74917_r02c01,pages/1_01_19f74917.jpg,19f74917f012796396a7d405d6e5a3180fcf5c6411ef6dd0f80d455c110fe208,2,1,1,filename,extracted,,False,paper_near_image_edge,"[0, 320, 232, 640]","[83, 100, 108, 178]",cells/1_1_01_19f74917_r02c01.png,processed_28x28/1/1_1_01_19f74917_r02c01.png,input_32x32/1/1_1_01_19f74917_r02c01.png,roi/1/1_1_01_19f74917_r02c01.png,normalized_32x32/1/1_1_01_19f74917_r02c01.npy
1_1_01_19f74917_r02c02,pages/1_01_19f74917.jpg,19f74917f012796396a7d405d6e5a3180fcf5c6411ef6dd0f80d455c110fe208,2,2,1,filename,extracted,,False,paper_near_image_edge,"[232, 320, 465, 640]","[70, 93, 105, 198]",cells/1_1_01_19f74917_r02c02.png,processed_28x28/1/1_1_01_19f74917_r02c02.png,input_32x32/1/1_1_01_19f74917_r02c02.png,roi/1/1_1_01_19f74917_r02c02.png,normalized_32x32/1/1_1_01_19f74917_r02c02.npy
1_1_01_19f74917_r02c03,pages/1_01_19f74917.jpg,19f74917f012796396a7d405d6e5a3180fcf5c6411ef6dd0f80d455c110fe208,2,3,1,filename,extracted,,False,paper_near_image_edge,"[465, 320, 698, 640]","[65, 111, 84, 209]",cells/1_1_01_19f74917_r02c03.png,processed_28x28/1/1_1_01_19f74917_r02c03.png,input_32x32/1/1_1_01_19f74917_r02c03.png,roi/1/1_1_01_19f74917_r02c03.png,normalized_32x32/1/1_1_01_19f74917_r02c03.npy
1_1_01_19f74917_r02c04,pages/1_01_19f74917.jpg,19f74917f012796396a7d405d6e5a3180fcf5c6411ef6dd0f80d455c110fe208,2,4,1,filename,needs_review,extra_ink_ignored,False,paper_near_image_edge,"[698, 320, 930, 640]","[60, 102, 81, 201]",cells/1_1_01_19f74917_r02c04.png,processed_28x28/1/1_1_01_19f74917_r02c04.png,input_32x32/1/1_1_01_19f74917_r02c04.png,roi/1/1_1_01_19f74917_r02c04.png,normalized_32x32/1/1_1_01_19f74917_r02c04.npy
1_1_01_19f74917_r03c01,pages/1_01_19f74917.jpg,19f74917f012796396a7d405d6e5a3180fcf5c6411ef6dd0f80d455c110fe208,3,1,1,filename,extracted,,False,paper_near_image_edge,"[0, 640, 232, 959]","[113, 121, 125, 224]",cells/1_1_01_19f74917_r03c01.png,processed_28x28/1/1_1_01_19f74917_r03c01.png,input_32x32/1/1_1_01_19f74917_r03c01.png,roi/1/1_1_01_19f74917_r03c01.png,normalized_32x32/1/1_1_01_19f74917_r03c01.npy
1_1_01_19f74917_r03c02,pages/1_01_19f74917.jpg,19f74917f012796396a7d405d6e5a3180fcf5c6411ef6dd0f80d455c110fe208,3,2,1,filename,extracted,,False,paper_near_image_edge,"[232, 640, 465, 959]","[114, 95, 128, 218]",cells/1_1_01_19f74917_r03c02.png,processed_28x28/1/1_1_01_19f74917_r03c02.png,input_32x32/1/1_1_01_19f74917_r03c02.png,roi/1/1_1_01_19f74917_r03c02.png,normalized_32x32/1/1_1_01_19f74917_r03c02.npy
1_1_01_19f74917_r03c03,pages/1_01_19f74917.jpg,19f74917f012796396a7d405d6e5a3180fcf5c6411ef6dd0f80d455c110fe208,3,3,1,filename,extracted,,False,paper_near_image_edge,"[465, 640, 698, 959]","[68, 79, 101, 181]",cells/1_1_01_19f74917_r03c03.png,processed_28x28/1/1_1_01_19f74917_r03c03.png,input_32x32/1/1_1_01_19f74917_r03c03.png,roi/1/1_1_01_19f74917_r03c03.png,normalized_32x32/1/1_1_01_19f74917_r03c03.npy
1_1_01_19f74917_r03c04,pages/1_01_19f74917.jpg,19f74917f012796396a7d405d6e5a3180fcf5c6411ef6dd0f80d455c110fe208,3,4,1,filename,extracted,,False,paper_near_image_edge,"[698, 640, 930, 959]","[98, 83, 125, 198]",cells/1_1_01_19f74917_r03c04.png,processed_28x28/1/1_1_01_19f74917_r03c04.png,input_32x32/1/1_1_01_19f74917_r03c04.png,roi/1/1_1_01_19f74917_r03c04.png,normalized_32x32/1/1_1_01_19f74917_r03c04.npy
1_1_01_19f74917_r04c01,pages/1_01_19f74917.jpg,19f74917f012796396a7d405d6e5a3180fcf5c6411ef6dd0f80d455c110fe208,4,1,1,filename,extracted,,False,paper_near_image_edge,"[0, 959, 232, 1279]","[104, 87, 122, 223]",cells/1_1_01_19f74917_r04c01.png,processed_28x28/1/1_1_01_19f74917_r04c01.png,input_32x32/1/1_1_01_19f74917_r04c01.png,roi/1/1_1_01_19f74917_r04c01.png,normalized_32x32/1/1_1_01_19f74917_r04c01.npy
1_1_01_19f74917_r04c02,pages/1_01_19f74917.jpg,19f74917f012796396a7d405d6e5a3180fcf5c6411ef6dd0f80d455c110fe208,4,2,1,filename,extracted,,False,paper_near_image_edge,"[232, 959, 465, 1279]","[107, 95, 126, 218]",cells/1_1_01_19f74917_r04c02.png,processed_28x28/1/1_1_01_19f74917_r04c02.png,input_32x32/1/1_1_01_19f74917_r04c02.png,roi/1/1_1_01_19f74917_r04c02.png,normalized_32x32/1/1_1_01_19f74917_r04c02.npy
1_1_01_19f74917_r04c03,pages/1_01_19f74917.jpg,19f74917f012796396a7d405d6e5a3180fcf5c6411ef6dd0f80d455c110fe208,4,3,1,filename,extracted,,False,paper_near_image_edge,"[465, 959, 698, 1279]","[90, 78, 110, 198]",cells/1_1_01_19f74917_r04c03.png,processed_28x28/1/1_1_01_19f74917_r04c03.png,input_32x32/1/1_1_01_19f74917_r04c03.png,roi/1/1_1_01_19f74917_r04c03.png,normalized_32x32/1/1_1_01_19f74917_r04c03.npy
1_1_01_19f74917_r04c04,pages/1_01_19f74917.jpg,19f74917f012796396a7d405d6e5a3180fcf5c6411ef6dd0f80d455c110fe208,4,4,1,filename,extracted,,False,paper_near_image_edge,"[698, 959, 930, 1279]","[81, 93, 105, 221]",cells/1_1_01_19f74917_r04c04.png,processed_28x28/1/1_1_01_19f74917_r04c04.png,input_32x32/1/1_1_01_19f74917_r04c04.png,roi/1/1_1_01_19f74917_r04c04.png,normalized_32x32/1/1_1_01_19f74917_r04c04.npy
1_1_02_4cdb4850_r01c01,pages/1_02_4cdb4850.jpg,4cdb4850cb4fa04fa640ecb0f79bb72f762d8e2a321ca48226ea70d84a57959f,1,1,1,filename,extracted,,False,paper_near_image_edge,"[0, 0, 236, 320]","[108, 116, 140, 222]",cells/1_1_02_4cdb4850_r01c01.png,processed_28x28/1/1_1_02_4cdb4850_r01c01.png,input_32x32/1/1_1_02_4cdb4850_r01c01.png,roi/1/1_1_02_4cdb4850_r01c01.png,normalized_32x32/1/1_1_02_4cdb4850_r01c01.npy
1_1_02_4cdb4850_r01c02,pages/1_02_4cdb4850.jpg,4cdb4850cb4fa04fa640ecb0f79bb72f762d8e2a321ca48226ea70d84a57959f,1,2,1,filename,needs_review,extra_ink_ignored,False,paper_near_image_edge,"[236, 0, 472, 320]","[91, 131, 127, 217]",cells/1_1_02_4cdb4850_r01c02.png,processed_28x28/1/1_1_02_4cdb4850_r01c02.png,input_32x32/1/1_1_02_4cdb4850_r01c02.png,roi/1/1_1_02_4cdb4850_r01c02.png,normalized_32x32/1/1_1_02_4cdb4850_r01c02.npy
